customerID,tenure,TenureBand,Contract,PaymentMethod,MonthlyCharges,ServiceCount,TechSupport,OnlineSecurity,InternetService,ChurnProbability,RiskLevel,ObservedRiskFactors
9497-QCMMS,1,0-12 months,Month-to-month,Electronic check,93.55,4,No,No,Fiber optic,0.9529061498112179,High,Month-to-month contract; Short customer tenure; No technical support
0742-NXBGR,1,0-12 months,Month-to-month,Electronic check,82.3,3,No,No,Fiber optic,0.8559827926272876,High,Month-to-month contract; Short customer tenure; No technical support
9402-ORRAH,15,13-24 months,Month-to-month,Electronic check,91.5,3,No,No,Fiber optic,0.8557392305760333,High,Month-to-month contract; No technical support; No online security
9250-WYPLL,5,0-12 months,Month-to-month,Electronic check,75.55,2,No,No,Fiber optic,0.8556428252856725,High,Month-to-month contract; Short customer tenure; No technical support
6198-ZFIOJ,5,0-12 months,Month-to-month,Electronic check,75.6,2,No,No,Fiber optic,0.8553903437555329,High,Month-to-month contract; Short customer tenure; No technical support
8309-IEYJD,1,0-12 months,Month-to-month,Mailed check,70.6,1,No,No,Fiber optic,0.8551038896169099,High,Month-to-month contract; Short customer tenure; No technical support
1475-VWVDO,7,0-12 months,Month-to-month,Electronic check,74.9,2,No,No,Fiber optic,0.8543030493873404,High,Month-to-month contract; Short customer tenure; No technical support
0137-OCGAB,1,0-12 months,Month-to-month,Mailed check,80.2,3,No,No,Fiber optic,0.854187889787166,High,Month-to-month contract; Short customer tenure; No technical support
2013-SGDXK,1,0-12 months,Month-to-month,Electronic check,84.3,3,No,No,Fiber optic,0.854129179488719,High,Month-to-month contract; Short customer tenure; No technical support
3908-BLSYF,6,0-12 months,Month-to-month,Electronic check,83.9,3,No,No,Fiber optic,0.854007720841874,High,Month-to-month contract; Short customer tenure; No technical support
8325-QRPZR,7,0-12 months,Month-to-month,Electronic check,75.15,2,No,No,Fiber optic,0.8539578863453804,High,Month-to-month contract; Short customer tenure; No technical support
8873-GLDMH,6,0-12 months,Month-to-month,Mailed check,73.85,2,No,No,Fiber optic,0.8538453910303332,High,Month-to-month contract; Short customer tenure; No technical support
0023-HGHWL,1,0-12 months,Month-to-month,Electronic check,25.1,0,No,No,DSL,0.8537779585533077,High,Month-to-month contract; Short customer tenure; No technical support
1768-ZAIFU,1,0-12 months,Month-to-month,Electronic check,25.2,0,No,No,DSL,0.8534984783376354,High,Month-to-month contract; Short customer tenure; No technical support
3488-PGMQJ,8,0-12 months,Month-to-month,Electronic check,74.5,2,No,No,Fiber optic,0.8532710892921258,High,Month-to-month contract; Short customer tenure; No technical support
6435-SRWBJ,5,0-12 months,Month-to-month,Electronic check,82.75,4,Yes,No,Fiber optic,0.8532190242689692,High,Month-to-month contract; Short customer tenure; No online security
1867-BDVFH,11,0-12 months,Month-to-month,Electronic check,74.35,2,No,No,Fiber optic,0.8528921367201383,High,Month-to-month contract; Short customer tenure; No technical support
3420-YJLQT,2,0-12 months,Month-to-month,Electronic check,79.55,3,No,No,Fiber optic,0.8528083236507388,High,Month-to-month contract; Short customer tenure; No technical support
5186-SAMNZ,1,0-12 months,Month-to-month,Bank transfer (automatic),69.5,1,No,No,Fiber optic,0.8525606923095356,High,Month-to-month contract; Short customer tenure; No technical support
5889-LFOLL,13,13-24 months,Month-to-month,Electronic check,84.6,3,No,No,Fiber optic,0.8525163160762346,High,Month-to-month contract; No technical support; No online security
6918-UMQCG,5,0-12 months,Month-to-month,Electronic check,80.2,2,No,No,Fiber optic,0.8524478960658549,High,Month-to-month contract; Short customer tenure; No technical support
1196-AMORA,7,0-12 months,Month-to-month,Electronic check,73.6,2,No,No,Fiber optic,0.8518218022463684,High,Month-to-month contract; Short customer tenure; No technical support
4854-CIDCF,3,0-12 months,Month-to-month,Electronic check,73.85,2,No,No,Fiber optic,0.8516865949196679,High,Month-to-month contract; Short customer tenure; No technical support
9696-RMYBA,5,0-12 months,Month-to-month,Mailed check,80.1,2,No,No,Fiber optic,0.8516129433320957,High,Month-to-month contract; Short customer tenure; No technical support
0685-MLYYM,2,0-12 months,Month-to-month,Electronic check,70.75,1,No,No,Fiber optic,0.8516067973559018,High,Month-to-month contract; Short customer tenure; No technical support
6100-QQHEB,17,13-24 months,Month-to-month,Electronic check,92.55,4,No,No,Fiber optic,0.8515187540135319,High,Month-to-month contract; No technical support; No online security
7517-LDMPS,12,0-12 months,Month-to-month,Electronic check,84.6,3,No,No,Fiber optic,0.8513631511123894,High,Month-to-month contract; Short customer tenure; No technical support
5244-IRFIH,33,25-48 months,Month-to-month,Electronic check,94.5,4,No,No,Fiber optic,0.8510553948606011,High,Month-to-month contract; No technical support; No online security
0455-XFASS,3,0-12 months,Month-to-month,Electronic check,69.55,1,No,No,Fiber optic,0.8510517646563669,High,Month-to-month contract; Short customer tenure; No technical support
8945-GRKHX,1,0-12 months,Month-to-month,Electronic check,78.65,2,No,No,Fiber optic,0.8509071917670954,High,Month-to-month contract; Short customer tenure; No technical support
0875-CABNR,10,0-12 months,Month-to-month,Credit card (automatic),84.6,3,No,No,Fiber optic,0.8508890812696766,High,Month-to-month contract; Short customer tenure; No technical support
8380-PEFPE,1,0-12 months,Month-to-month,Electronic check,71.65,1,No,No,Fiber optic,0.8507860828977429,High,Month-to-month contract; Short customer tenure; No technical support
1448-PWKYE,1,0-12 months,Month-to-month,Electronic check,80.0,2,No,No,Fiber optic,0.8505639678239093,High,Month-to-month contract; Short customer tenure; No technical support
3372-KWFBM,16,13-24 months,Month-to-month,Electronic check,86.6,3,No,No,Fiber optic,0.8504792569537132,High,Month-to-month contract; No technical support; No online security
3957-LXOLK,28,25-48 months,Month-to-month,Electronic check,106.15,6,No,No,Fiber optic,0.8504215401708558,High,Month-to-month contract; No technical support; No online security
0432-CAJZV,3,0-12 months,Month-to-month,Mailed check,90.7,3,No,No,Fiber optic,0.8502723946009665,High,Month-to-month contract; Short customer tenure; No technical support
6772-KSATR,1,0-12 months,Month-to-month,Electronic check,81.7,3,No,Yes,Fiber optic,0.8499043463871425,High,Month-to-month contract; Short customer tenure; No technical support
5564-NEMQO,1,0-12 months,Month-to-month,Bank transfer (automatic),75.3,2,No,No,Fiber optic,0.8498555224730591,High,Month-to-month contract; Short customer tenure; No technical support
2876-GZYZC,13,13-24 months,Month-to-month,Electronic check,85.95,3,No,No,Fiber optic,0.8497259727878074,High,Month-to-month contract; No technical support; No online security
0508-OOLTO,2,0-12 months,Month-to-month,Electronic check,71.65,1,No,No,Fiber optic,0.8496662740037515,High,Month-to-month contract; Short customer tenure; No technical support
9185-TQCVP,14,13-24 months,Month-to-month,Electronic check,85.15,3,No,No,Fiber optic,0.8494154703681658,High,Month-to-month contract; No technical support; No online security
6339-YPSAH,9,0-12 months,Month-to-month,Electronic check,73.8,2,No,No,Fiber optic,0.8491480280924294,High,Month-to-month contract; Short customer tenure; No technical support
4585-HETAI,4,0-12 months,Month-to-month,Electronic check,73.75,2,No,No,Fiber optic,0.8488635240464759,High,Month-to-month contract; Short customer tenure; No technical support
8266-VBFQL,4,0-12 months,Month-to-month,Electronic check,90.4,4,Yes,No,Fiber optic,0.84882637269809,High,Month-to-month contract; Short customer tenure; No online security
5995-SNNEW,23,13-24 months,Month-to-month,Electronic check,104.45,6,No,No,Fiber optic,0.8486655487040557,High,Month-to-month contract; No technical support; No online security
2985-FMWYF,23,13-24 months,Month-to-month,Electronic check,93.5,4,No,No,Fiber optic,0.848634355212076,High,Month-to-month contract; No technical support; No online security
1907-UBQFC,10,0-12 months,Month-to-month,Electronic check,72.85,2,No,No,Fiber optic,0.8482773515464873,High,Month-to-month contract; Short customer tenure; No technical support
3677-IYRBF,2,0-12 months,Month-to-month,Electronic check,30.4,1,No,No,DSL,0.8477127012240088,High,Month-to-month contract; Short customer tenure; No technical support
0225-ZORZP,3,0-12 months,Month-to-month,Electronic check,84.3,3,No,No,Fiber optic,0.847615225524152,High,Month-to-month contract; Short customer tenure; No technical support
5382-SOYZL,22,13-24 months,Month-to-month,Electronic check,95.1,4,No,No,Fiber optic,0.8474604185392954,High,Month-to-month contract; No technical support; No online security
2371-JQHZZ,24,13-24 months,Month-to-month,Electronic check,93.0,4,No,No,Fiber optic,0.8472713361185603,High,Month-to-month contract; No technical support; No online security
3249-ZPQRG,4,0-12 months,Month-to-month,Electronic check,78.45,3,No,No,Fiber optic,0.8472316415949518,High,Month-to-month contract; Short customer tenure; No technical support
3074-GQWYX,5,0-12 months,Month-to-month,Bank transfer (automatic),75.9,2,No,No,Fiber optic,0.8471032613983827,High,Month-to-month contract; Short customer tenure; No technical support
5271-DBYSJ,11,0-12 months,Month-to-month,Credit card (automatic),79.15,2,No,No,Fiber optic,0.8469490713358436,High,Month-to-month contract; Short customer tenure; No technical support
0923-PNFUB,3,0-12 months,Month-to-month,Electronic check,83.75,3,No,No,Fiber optic,0.8468360544663033,High,Month-to-month contract; Short customer tenure; No technical support
8821-XNHVZ,1,0-12 months,Month-to-month,Mailed check,80.05,2,No,No,Fiber optic,0.846640332522078,High,Month-to-month contract; Short customer tenure; No technical support
5949-XIKAE,8,0-12 months,Month-to-month,Electronic check,83.55,3,No,No,Fiber optic,0.8465819217777967,High,Month-to-month contract; Short customer tenure; No technical support
6892-XPFPU,24,13-24 months,Month-to-month,Electronic check,104.25,6,No,No,Fiber optic,0.846529238490063,High,Month-to-month contract; No technical support; No online security
5673-FSSMF,1,0-12 months,Month-to-month,Electronic check,60.15,3,No,No,DSL,0.8464770309071264,High,Month-to-month contract; Short customer tenure; No technical support
5701-YVSVF,11,0-12 months,Month-to-month,Electronic check,82.9,3,Yes,No,Fiber optic,0.8461753975046161,High,Month-to-month contract; Short customer tenure; No online security
3223-DWFIO,4,0-12 months,Month-to-month,Electronic check,69.35,1,No,No,Fiber optic,0.8461016836512636,High,Month-to-month contract; Short customer tenure; No technical support
5399-ZIMKF,5,0-12 months,Month-to-month,Electronic check,74.65,2,No,No,Fiber optic,0.8460880834838859,High,Month-to-month contract; Short customer tenure; No technical support
9095-HFAFX,5,0-12 months,Month-to-month,Credit card (automatic),81.0,2,No,No,Fiber optic,0.8460639587018554,High,Month-to-month contract; Short customer tenure; No technical support
2408-WITXK,10,0-12 months,Month-to-month,Electronic check,34.7,1,No,No,DSL,0.8459508215217574,High,Month-to-month contract; Short customer tenure; No technical support
3992-YWPKO,6,0-12 months,Month-to-month,Credit card (automatic),109.9,7,Yes,No,Fiber optic,0.8458837524876671,High,Month-to-month contract; Short customer tenure; No online security
7969-AULMZ,21,13-24 months,Month-to-month,Electronic check,97.35,4,No,No,Fiber optic,0.8458382516153339,High,Month-to-month contract; No technical support; No online security
2260-USTRB,2,0-12 months,Month-to-month,Bank transfer (automatic),70.2,1,No,No,Fiber optic,0.8457130591310451,High,Month-to-month contract; Short customer tenure; No technical support
8224-DWCKX,12,0-12 months,Month-to-month,Credit card (automatic),73.3,2,No,No,Fiber optic,0.8455469222544802,High,Month-to-month contract; Short customer tenure; No technical support
5138-WVKYJ,10,0-12 months,Month-to-month,Electronic check,98.55,5,No,Yes,Fiber optic,0.8454327910798101,High,Month-to-month contract; Short customer tenure; No technical support
2107-FBPTK,30,25-48 months,Month-to-month,Electronic check,104.1,6,No,No,Fiber optic,0.8452981223265292,High,Month-to-month contract; No technical support; No online security
8734-DKSTZ,10,0-12 months,Month-to-month,Electronic check,85.95,3,No,No,Fiber optic,0.8452939631845662,High,Month-to-month contract; Short customer tenure; No technical support
6137-NICCO,6,0-12 months,Month-to-month,Mailed check,94.05,5,No,No,Fiber optic,0.8452011342073708,High,Month-to-month contract; Short customer tenure; No technical support
7508-MYBOG,14,13-24 months,Month-to-month,Electronic check,86.1,3,No,No,Fiber optic,0.8451778385513176,High,Month-to-month contract; No technical support; No online security
3877-JRJIP,1,0-12 months,Month-to-month,Electronic check,59.85,3,No,No,DSL,0.8448240467677605,High,Month-to-month contract; Short customer tenure; No technical support
6583-KQJLK,15,13-24 months,Month-to-month,Electronic check,94.65,4,No,No,Fiber optic,0.8444245804411032,High,Month-to-month contract; No technical support; No online security
1195-OIYEJ,13,13-24 months,Month-to-month,Electronic check,91.1,3,No,No,Fiber optic,0.8444114553757548,High,Month-to-month contract; No technical support; No online security
0258-NOKBL,3,0-12 months,Month-to-month,Electronic check,90.4,4,No,No,Fiber optic,0.8442505217584284,High,Month-to-month contract; Short customer tenure; No technical support
5976-JCJRH,10,0-12 months,Month-to-month,Electronic check,70.3,1,No,No,Fiber optic,0.8438091911244466,High,Month-to-month contract; Short customer tenure; No technical support
8270-RKSAP,9,0-12 months,Month-to-month,Electronic check,70.5,1,No,No,Fiber optic,0.8435475275308676,High,Month-to-month contract; Short customer tenure; No technical support
6379-RXJRQ,10,0-12 months,Month-to-month,Electronic check,70.1,1,No,No,Fiber optic,0.8435466024514825,High,Month-to-month contract; Short customer tenure; No technical support
8443-WVPSS,10,0-12 months,Month-to-month,Electronic check,99.85,5,Yes,No,Fiber optic,0.8433043174947248,High,Month-to-month contract; Short customer tenure; No online security
9840-DVNDC,6,0-12 months,Month-to-month,Credit card (automatic),80.5,2,No,No,Fiber optic,0.8428735207359473,High,Month-to-month contract; Short customer tenure; No technical support
8035-PWSEV,6,0-12 months,Month-to-month,Electronic check,89.25,4,Yes,No,Fiber optic,0.8427519360796776,High,Month-to-month contract; Short customer tenure; No online security
7079-QRCBC,24,13-24 months,Month-to-month,Electronic check,98.75,5,No,No,Fiber optic,0.8426776106377015,High,Month-to-month contract; No technical support; No online security
6705-LXORM,5,0-12 months,Month-to-month,Electronic check,70.05,1,No,No,Fiber optic,0.8426298808531694,High,Month-to-month contract; Short customer tenure; No technical support
8118-LSUEL,23,13-24 months,Month-to-month,Electronic check,106.4,6,No,No,Fiber optic,0.8425783845919347,High,Month-to-month contract; No technical support; No online security
6087-MVHJH,16,13-24 months,Month-to-month,Electronic check,88.45,4,No,No,Fiber optic,0.8425076329453,High,Month-to-month contract; No technical support; No online security
7495-OOKFY,8,0-12 months,Month-to-month,Credit card (automatic),80.65,3,No,No,Fiber optic,0.8424712400895061,High,Month-to-month contract; Short customer tenure; No technical support
6543-XRMYR,30,25-48 months,Month-to-month,Electronic check,99.7,5,No,No,Fiber optic,0.842362031693098,High,Month-to-month contract; No technical support; No online security
0928-JMXNP,4,0-12 months,Month-to-month,Electronic check,29.9,1,No,No,DSL,0.8423216973235693,High,Month-to-month contract; Short customer tenure; No technical support
5883-GTGVD,19,13-24 months,Month-to-month,Electronic check,99.95,5,No,No,Fiber optic,0.8423123665532934,High,Month-to-month contract; No technical support; No online security
7029-RPUAV,17,13-24 months,Month-to-month,Credit card (automatic),100.45,5,No,No,Fiber optic,0.8422502671473765,High,Month-to-month contract; No technical support; No online security
7908-QCBCA,1,0-12 months,Month-to-month,Mailed check,69.4,1,No,No,Fiber optic,0.8416187134901043,High,Month-to-month contract; Short customer tenure; No technical support
0947-IDHRQ,7,0-12 months,Month-to-month,Mailed check,80.3,2,No,No,Fiber optic,0.8416071570639112,High,Month-to-month contract; Short customer tenure; No technical support
5569-KGJHX,9,0-12 months,Month-to-month,Bank transfer (automatic),85.35,3,No,No,Fiber optic,0.8416055295862938,High,Month-to-month contract; Short customer tenure; No technical support
3797-VTIDR,1,0-12 months,Month-to-month,Electronic check,23.45,0,No,No,DSL,0.8415393881202743,High,Month-to-month contract; Short customer tenure; No technical support
2856-HYAPG,1,0-12 months,Month-to-month,Electronic check,68.65,1,No,No,Fiber optic,0.8415292759382119,High,Month-to-month contract; Short customer tenure; No technical support
9360-OMDZZ,24,13-24 months,Month-to-month,Electronic check,94.1,4,No,No,Fiber optic,0.8412205459746215,High,Month-to-month contract; No technical support; No online security
5583-SXDAG,1,0-12 months,Month-to-month,Electronic check,70.0,1,No,No,Fiber optic,0.8411684930423321,High,Month-to-month contract; Short customer tenure; No technical support
2482-CZGBB,10,0-12 months,Month-to-month,Electronic check,70.0,1,No,No,Fiber optic,0.841073408887424,High,Month-to-month contract; Short customer tenure; No technical support
3904-UKFRE,4,0-12 months,Month-to-month,Electronic check,80.1,3,No,Yes,Fiber optic,0.8410463463963026,High,Month-to-month contract; Short customer tenure; No technical support
1571-SAVHK,12,0-12 months,Month-to-month,Mailed check,99.95,5,Yes,No,Fiber optic,0.840885597493532,High,Month-to-month contract; Short customer tenure; No online security
3393-FMZPV,25,25-48 months,Month-to-month,Electronic check,100.25,5,No,No,Fiber optic,0.8408284312299598,High,Month-to-month contract; No technical support; No online security
8485-GJCDN,5,0-12 months,Month-to-month,Mailed check,69.05,1,No,No,Fiber optic,0.840793993113767,High,Month-to-month contract; Short customer tenure; No technical support
9399-APLBT,1,0-12 months,Month-to-month,Electronic check,74.7,2,No,No,Fiber optic,0.8407699203139997,High,Month-to-month contract; Short customer tenure; No technical support
0793-TWELN,4,0-12 months,Month-to-month,Electronic check,80.15,3,No,Yes,Fiber optic,0.8407161897435557,High,Month-to-month contract; Short customer tenure; No technical support
7912-SYRQT,7,0-12 months,Month-to-month,Bank transfer (automatic),75.1,2,No,No,Fiber optic,0.8406364202727666,High,Month-to-month contract; Short customer tenure; No technical support
3801-HMYNL,1,0-12 months,Month-to-month,Mailed check,89.15,3,No,No,Fiber optic,0.8405691745400248,High,Month-to-month contract; Short customer tenure; No technical support
7028-DVOIQ,35,25-48 months,Month-to-month,Electronic check,99.05,5,No,No,Fiber optic,0.8405634659853811,High,Month-to-month contract; No technical support; No online security
2674-MIAHT,4,0-12 months,Month-to-month,Mailed check,80.3,3,No,No,Fiber optic,0.8403702198472429,High,Month-to-month contract; Short customer tenure; No technical support
8875-AKBYH,20,13-24 months,Month-to-month,Electronic check,84.35,3,No,No,Fiber optic,0.8403547898657384,High,Month-to-month contract; No technical support; No online security
8510-AWCXC,13,13-24 months,Month-to-month,Electronic check,100.8,5,No,Yes,Fiber optic,0.8399026362545694,High,Month-to-month contract; No technical support; Electronic check payment
8276-MQBYC,51,Above 48 months,Month-to-month,Electronic check,97.8,5,No,No,Fiber optic,0.8398216456010169,High,Month-to-month contract; No technical support; No online security
5405-ZMYXQ,8,0-12 months,Month-to-month,Credit card (automatic),74.6,2,No,No,Fiber optic,0.8395607288733885,High,Month-to-month contract; Short customer tenure; No technical support
6851-WEFYX,35,25-48 months,Month-to-month,Electronic check,100.8,5,No,No,Fiber optic,0.8394406821666147,High,Month-to-month contract; No technical support; No online security
2430-USGXP,24,13-24 months,Month-to-month,Electronic check,101.05,5,No,No,Fiber optic,0.8392778891277966,High,Month-to-month contract; No technical support; No online security
3990-QYKBE,37,25-48 months,Month-to-month,Electronic check,92.5,4,No,No,Fiber optic,0.8391402668956178,High,Month-to-month contract; No technical support; No online security
6127-ISGTU,16,13-24 months,Month-to-month,Electronic check,84.95,3,No,No,Fiber optic,0.8391216626899872,High,Month-to-month contract; No technical support; No online security
5655-JSMZM,49,Above 48 months,Month-to-month,Electronic check,96.2,4,No,No,Fiber optic,0.8390943739248681,High,Month-to-month contract; No technical support; No online security
1636-NTNCO,4,0-12 months,Month-to-month,Credit card (automatic),50.95,3,No,No,DSL,0.8385454212252306,High,Month-to-month contract; Short customer tenure; No technical support
1254-IZEYF,31,25-48 months,Month-to-month,Electronic check,99.95,5,No,No,Fiber optic,0.8384598008247652,High,Month-to-month contract; No technical support; No online security
7928-VJYAB,11,0-12 months,Month-to-month,Electronic check,90.6,3,No,No,Fiber optic,0.8384455739172426,High,Month-to-month contract; Short customer tenure; No technical support
1689-YQBYY,12,0-12 months,Month-to-month,Electronic check,76.6,2,No,No,Fiber optic,0.8379058887560069,High,Month-to-month contract; Short customer tenure; No technical support
3318-OSATS,35,25-48 months,Month-to-month,Electronic check,95.45,4,No,No,Fiber optic,0.8377154856101158,High,Month-to-month contract; No technical support; No online security
7153-OANIO,1,0-12 months,Month-to-month,Electronic check,69.95,1,No,No,Fiber optic,0.8376126222175859,High,Month-to-month contract; Short customer tenure; No technical support
4597-NUCQV,24,13-24 months,Month-to-month,Electronic check,101.25,5,No,No,Fiber optic,0.8374843430759324,High,Month-to-month contract; No technical support; No online security
1024-GUALD,1,0-12 months,Month-to-month,Electronic check,24.8,0,No,No,DSL,0.8374707563472695,High,Month-to-month contract; Short customer tenure; No technical support
2815-CPTUL,5,0-12 months,Month-to-month,Mailed check,70.25,1,No,No,Fiber optic,0.8373050295446126,High,Month-to-month contract; Short customer tenure; No technical support
2262-SLNVK,1,0-12 months,Month-to-month,Electronic check,70.1,1,No,No,Fiber optic,0.8371557147742131,High,Month-to-month contract; Short customer tenure; No technical support
3296-SILRA,1,0-12 months,Month-to-month,Mailed check,76.4,2,No,No,Fiber optic,0.8371097958884905,High,Month-to-month contract; Short customer tenure; No technical support
7089-IVVAZ,8,0-12 months,Month-to-month,Bank transfer (automatic),103.35,6,Yes,Yes,Fiber optic,0.8370863956240921,High,Month-to-month contract; Short customer tenure; Above-median monthly charge
9444-JTXHZ,1,0-12 months,Month-to-month,Electronic check,76.2,2,No,No,Fiber optic,0.8370773531800879,High,Month-to-month contract; Short customer tenure; No technical support
2024-BASKD,1,0-12 months,Month-to-month,Mailed check,74.6,2,No,No,Fiber optic,0.8368381900054188,High,Month-to-month contract; Short customer tenure; No technical support
9050-IKDZA,2,0-12 months,Month-to-month,Mailed check,81.5,2,No,No,Fiber optic,0.8368063287067812,High,Month-to-month contract; Short customer tenure; No technical support
3066-RRJIO,1,0-12 months,Month-to-month,Mailed check,69.95,1,No,No,Fiber optic,0.8362413027755582,High,Month-to-month contract; Short customer tenure; No technical support
4759-TRPLW,1,0-12 months,Month-to-month,Electronic check,70.4,1,No,No,Fiber optic,0.8362387940931646,High,Month-to-month contract; Short customer tenure; No technical support
4505-EXZHB,6,0-12 months,Month-to-month,Electronic check,74.4,2,No,No,Fiber optic,0.8362272845604791,High,Month-to-month contract; Short customer tenure; No technical support
9940-RHLFB,1,0-12 months,Month-to-month,Electronic check,75.3,2,No,No,Fiber optic,0.8360706687873962,High,Month-to-month contract; Short customer tenure; No technical support
7480-QNVZJ,50,Above 48 months,Month-to-month,Electronic check,95.7,4,No,No,Fiber optic,0.8360704412049845,High,Month-to-month contract; No technical support; No online security
1915-IOFGU,1,0-12 months,Month-to-month,Electronic check,70.5,1,No,No,Fiber optic,0.8359322326196801,High,Month-to-month contract; Short customer tenure; No technical support
3855-ONCAR,4,0-12 months,Month-to-month,Mailed check,78.9,2,No,No,Fiber optic,0.8358546661550648,High,Month-to-month contract; Short customer tenure; No technical support
7326-RIGQZ,6,0-12 months,Month-to-month,Electronic check,69.8,1,No,No,Fiber optic,0.8357835955403758,High,Month-to-month contract; Short customer tenure; No technical support
3797-FKOGQ,11,0-12 months,Month-to-month,Electronic check,86.2,3,No,No,Fiber optic,0.835665700895279,High,Month-to-month contract; Short customer tenure; No technical support
6986-IXNDM,14,13-24 months,Month-to-month,Electronic check,92.9,3,No,No,Fiber optic,0.8356319985272302,High,Month-to-month contract; No technical support; No online security
9985-MWVIX,1,0-12 months,Month-to-month,Mailed check,70.15,1,No,No,Fiber optic,0.8356277263017466,High,Month-to-month contract; Short customer tenure; No technical support
2619-WFQWU,1,0-12 months,Month-to-month,Mailed check,70.15,1,No,No,Fiber optic,0.8356277263017466,High,Month-to-month contract; Short customer tenure; No technical support
6347-DCUIK,10,0-12 months,Month-to-month,Mailed check,74.15,2,No,No,Fiber optic,0.8356082747020073,High,Month-to-month contract; Short customer tenure; No technical support
6993-OHLXR,2,0-12 months,Month-to-month,Electronic check,68.95,1,No,No,Fiber optic,0.8355596034673517,High,Month-to-month contract; Short customer tenure; No technical support
1334-FJSVR,1,0-12 months,Month-to-month,Electronic check,24.25,0,No,No,DSL,0.8353922429181043,High,Month-to-month contract; Short customer tenure; No technical support
5043-TRZWM,1,0-12 months,Month-to-month,Electronic check,75.55,2,No,No,Fiber optic,0.8353027679212759,High,Month-to-month contract; Short customer tenure; No technical support
5054-IEXZT,1,0-12 months,Month-to-month,Electronic check,75.35,2,No,No,Fiber optic,0.8350614602681639,High,Month-to-month contract; Short customer tenure; No technical support
8063-GBATB,27,25-48 months,Month-to-month,Electronic check,85.25,3,No,No,Fiber optic,0.8349558947194347,High,Month-to-month contract; No technical support; No online security
7365-BVCJH,1,0-12 months,Month-to-month,Electronic check,24.4,0,No,No,DSL,0.8349303192158729,High,Month-to-month contract; Short customer tenure; No technical support
0871-URUWO,13,13-24 months,Month-to-month,Credit card (automatic),102.25,5,No,No,Fiber optic,0.8347960956312225,High,Month-to-month contract; No technical support; No online security
4958-XCBDQ,35,25-48 months,Month-to-month,Electronic check,101.4,5,No,No,Fiber optic,0.8345132677853243,High,Month-to-month contract; No technical support; No online security
2754-XBHTB,9,0-12 months,Month-to-month,Bank transfer (automatic),77.65,2,No,No,Fiber optic,0.8343890041154366,High,Month-to-month contract; Short customer tenure; No technical support
9617-INGJY,1,0-12 months,Month-to-month,Mailed check,70.6,1,No,No,Fiber optic,0.8342404287555479,High,Month-to-month contract; Short customer tenure; No technical support
0135-NMXAP,12,0-12 months,Month-to-month,Bank transfer (automatic),89.75,4,No,No,Fiber optic,0.8341266594393706,High,Month-to-month contract; Short customer tenure; No technical support
5318-IXUZF,2,0-12 months,Month-to-month,Bank transfer (automatic),87.15,3,No,No,Fiber optic,0.8341001591862724,High,Month-to-month contract; Short customer tenure; No technical support
3420-ZDBMA,5,0-12 months,Month-to-month,Mailed check,71.45,1,No,No,Fiber optic,0.8340552966770555,High,Month-to-month contract; Short customer tenure; No technical support
6400-BWQKW,6,0-12 months,Month-to-month,Electronic check,79.05,3,No,Yes,Fiber optic,0.8340444660406807,High,Month-to-month contract; Short customer tenure; No technical support
6712-OAWRH,26,25-48 months,Month-to-month,Electronic check,91.25,3,No,No,Fiber optic,0.8340428412806665,High,Month-to-month contract; No technical support; No online security
2575-GFSOE,7,0-12 months,Month-to-month,Electronic check,69.0,1,No,No,Fiber optic,0.8339958866590785,High,Month-to-month contract; Short customer tenure; No technical support
5032-MIYKT,1,0-12 months,Month-to-month,Mailed check,70.7,1,No,No,Fiber optic,0.8339308692526541,High,Month-to-month contract; Short customer tenure; No technical support
9494-MRNYX,10,0-12 months,Month-to-month,Electronic check,75.05,2,No,No,Fiber optic,0.8339168331442932,High,Month-to-month contract; Short customer tenure; No technical support
5729-KLZAR,4,0-12 months,Month-to-month,Electronic check,80.85,2,No,No,Fiber optic,0.8339094939251257,High,Month-to-month contract; Short customer tenure; No technical support
6198-RTPMF,17,13-24 months,Month-to-month,Electronic check,92.6,4,No,No,Fiber optic,0.8337629423649147,High,Month-to-month contract; No technical support; No online security
7538-GWHML,2,0-12 months,Month-to-month,Electronic check,69.65,1,No,No,Fiber optic,0.8336796076698862,High,Month-to-month contract; Short customer tenure; No technical support
2665-NPTGL,26,25-48 months,Month-to-month,Bank transfer (automatic),98.1,5,No,No,Fiber optic,0.8336454157368812,High,Month-to-month contract; No technical support; No online security
0411-EZJZE,3,0-12 months,Month-to-month,Electronic check,60.25,3,No,No,DSL,0.8336280594153382,High,Month-to-month contract; Short customer tenure; No technical support
0968-GSIKN,1,0-12 months,Month-to-month,Mailed check,70.8,1,No,No,Fiber optic,0.8336208469376692,High,Month-to-month contract; Short customer tenure; No technical support
3177-LASXD,1,0-12 months,Month-to-month,Electronic check,71.35,1,No,No,Fiber optic,0.8333078169168756,High,Month-to-month contract; Short customer tenure; No technical support
0013-EXCHZ,3,0-12 months,Month-to-month,Mailed check,83.9,3,Yes,No,Fiber optic,0.8332424916996547,High,Month-to-month contract; Short customer tenure; No online security
1010-DIAUQ,5,0-12 months,Month-to-month,Bank transfer (automatic),96.5,4,No,No,Fiber optic,0.8331047007241369,High,Month-to-month contract; Short customer tenure; No technical support
8999-BOHSE,11,0-12 months,Month-to-month,Bank transfer (automatic),89.7,3,No,No,Fiber optic,0.833083755503368,High,Month-to-month contract; Short customer tenure; No technical support
