customerID,tenure,TenureBand,Contract,PaymentMethod,MonthlyCharges,ServiceCount,TechSupport,OnlineSecurity,InternetService,SelectedModel,ChurnProbability,RiskLevel,ObservedRiskFactors,Sprint2RiskLevel,RiskCategoryChanged
7216-EWTRS,1,0-12 months,Month-to-month,Electronic check,100.8,5,No,No,Fiber optic,Random Forest,0.966296994746174,High,Month-to-month contract; Short customer tenure; No technical support,High,False
8357-EQXFO,7,0-12 months,Month-to-month,Electronic check,95.35,4,No,No,Fiber optic,Random Forest,0.8875564755864473,High,Month-to-month contract; Short customer tenure; No technical support,High,False
2737-WFVYW,2,0-12 months,Month-to-month,Electronic check,45.25,2,No,No,DSL,Random Forest,0.8875258805850448,High,Month-to-month contract; Short customer tenure; No technical support,High,False
8414-MYSHR,5,0-12 months,Month-to-month,Electronic check,91.4,3,No,No,Fiber optic,Random Forest,0.8874394171685455,High,Month-to-month contract; Short customer tenure; No technical support,High,False
7341-LXCAF,4,0-12 months,Month-to-month,Electronic check,74.65,2,No,No,Fiber optic,Random Forest,0.8873354424369321,High,Month-to-month contract; Short customer tenure; No technical support,High,False
6996-KNSML,1,0-12 months,Month-to-month,Electronic check,74.9,2,No,No,Fiber optic,Random Forest,0.887058803592964,High,Month-to-month contract; Short customer tenure; No technical support,High,False
6350-XFYGW,4,0-12 months,Month-to-month,Electronic check,94.75,4,No,No,Fiber optic,Random Forest,0.8869115314073319,High,Month-to-month contract; Short customer tenure; No technical support,High,False
0404-SWRVG,3,0-12 months,Month-to-month,Electronic check,74.4,2,No,No,Fiber optic,Random Forest,0.8868829077827045,High,Month-to-month contract; Short customer tenure; No technical support,High,False
3398-FSHON,12,0-12 months,Month-to-month,Electronic check,91.3,4,No,No,Fiber optic,Random Forest,0.8863577406612707,High,Month-to-month contract; Short customer tenure; No technical support,High,False
7409-KIUTL,1,0-12 months,Month-to-month,Electronic check,71.0,1,No,No,Fiber optic,Random Forest,0.8861189875887756,High,Month-to-month contract; Short customer tenure; No technical support,High,False
0968-GSIKN,1,0-12 months,Month-to-month,Mailed check,70.8,1,No,No,Fiber optic,Random Forest,0.8859764987099904,High,Month-to-month contract; Short customer tenure; No technical support,High,False
6416-TVAIH,1,0-12 months,Month-to-month,Electronic check,68.5,1,No,No,Fiber optic,Random Forest,0.8857482361167447,High,Month-to-month contract; Short customer tenure; No technical support,High,False
3422-LYEPQ,1,0-12 months,Month-to-month,Electronic check,71.0,1,No,No,Fiber optic,Random Forest,0.8854329699933823,High,Month-to-month contract; Short customer tenure; No technical support,High,False
3489-HHPFY,2,0-12 months,Month-to-month,Electronic check,84.05,3,No,No,Fiber optic,Random Forest,0.8848993904734475,High,Month-to-month contract; Short customer tenure; No technical support,High,False
0390-DCFDQ,1,0-12 months,Month-to-month,Mailed check,70.45,1,No,No,Fiber optic,Random Forest,0.8846669975790168,High,Month-to-month contract; Short customer tenure; No technical support,High,False
2990-HWIML,6,0-12 months,Month-to-month,Electronic check,89.5,3,No,No,Fiber optic,Random Forest,0.8839615450286094,High,Month-to-month contract; Short customer tenure; No technical support,High,False
7273-TEFQD,3,0-12 months,Month-to-month,Electronic check,41.15,2,No,No,DSL,Random Forest,0.8837316909986042,High,Month-to-month contract; Short customer tenure; No technical support,High,False
5293-WXJAK,11,0-12 months,Month-to-month,Bank transfer (automatic),104.05,6,Yes,No,Fiber optic,Random Forest,0.8835731365056445,High,Month-to-month contract; Short customer tenure; No online security,High,False
2034-GDRCN,2,0-12 months,Month-to-month,Electronic check,90.4,3,No,No,Fiber optic,Random Forest,0.8834906871207162,High,Month-to-month contract; Short customer tenure; No technical support,High,False
4145-UQXUQ,8,0-12 months,Month-to-month,Electronic check,92.1,4,No,No,Fiber optic,Random Forest,0.8833233829832633,High,Month-to-month contract; Short customer tenure; No technical support,High,False
3585-ISXZP,8,0-12 months,Month-to-month,Bank transfer (automatic),95.65,4,No,No,Fiber optic,Random Forest,0.8833179152335873,High,Month-to-month contract; Short customer tenure; No technical support,High,False
3074-GQWYX,5,0-12 months,Month-to-month,Bank transfer (automatic),75.9,2,No,No,Fiber optic,Random Forest,0.8830532377656947,High,Month-to-month contract; Short customer tenure; No technical support,High,False
2645-QTLMB,7,0-12 months,Month-to-month,Electronic check,94.25,4,No,No,Fiber optic,Random Forest,0.8829490566173473,High,Month-to-month contract; Short customer tenure; No technical support,High,False
9399-APLBT,1,0-12 months,Month-to-month,Electronic check,74.7,2,No,No,Fiber optic,Random Forest,0.882936552552545,High,Month-to-month contract; Short customer tenure; No technical support,High,False
0325-XBFAC,8,0-12 months,Month-to-month,Electronic check,94.7,4,No,No,Fiber optic,Random Forest,0.882907705800972,High,Month-to-month contract; Short customer tenure; No technical support,High,False
3319-DWOEP,6,0-12 months,Month-to-month,Electronic check,95.75,4,No,No,Fiber optic,Random Forest,0.8828970352547089,High,Month-to-month contract; Short customer tenure; No technical support,High,False
8808-ELEHO,8,0-12 months,Month-to-month,Electronic check,81.25,3,No,No,Fiber optic,Random Forest,0.8827125598456501,High,Month-to-month contract; Short customer tenure; No technical support,High,False
3318-NMQXL,3,0-12 months,Month-to-month,Electronic check,92.0,3,No,No,Fiber optic,Random Forest,0.8823557992654228,High,Month-to-month contract; Short customer tenure; No technical support,High,False
1724-BQUHA,5,0-12 months,Month-to-month,Electronic check,89.5,3,No,No,Fiber optic,Random Forest,0.8822065613256638,High,Month-to-month contract; Short customer tenure; No technical support,High,False
0722-TROQR,4,0-12 months,Month-to-month,Electronic check,74.9,2,No,No,Fiber optic,Random Forest,0.8820357716675954,High,Month-to-month contract; Short customer tenure; No technical support,High,False
2472-OVKUP,6,0-12 months,Month-to-month,Electronic check,91.0,4,No,No,Fiber optic,Random Forest,0.8819240411625932,High,Month-to-month contract; Short customer tenure; No technical support,High,False
9611-CTWIH,3,0-12 months,Month-to-month,Electronic check,89.45,3,No,No,Fiber optic,Random Forest,0.8817254463187807,High,Month-to-month contract; Short customer tenure; No technical support,High,False
6910-HADCM,1,0-12 months,Month-to-month,Electronic check,76.35,2,No,No,Fiber optic,Random Forest,0.8814420056903416,High,Month-to-month contract; Short customer tenure; No technical support,High,False
6856-RAURS,2,0-12 months,Month-to-month,Mailed check,74.9,2,No,No,Fiber optic,Random Forest,0.8813226356472967,High,Month-to-month contract; Short customer tenure; No technical support,High,False
1342-JPNKI,10,0-12 months,Month-to-month,Bank transfer (automatic),86.05,3,No,No,Fiber optic,Random Forest,0.8812687681940273,High,Month-to-month contract; Short customer tenure; No technical support,High,False
2024-BASKD,1,0-12 months,Month-to-month,Mailed check,74.6,2,No,No,Fiber optic,Random Forest,0.8809994288767699,High,Month-to-month contract; Short customer tenure; No technical support,High,False
6960-HVYXR,1,0-12 months,Month-to-month,Electronic check,76.0,2,No,No,Fiber optic,Random Forest,0.8808862597512668,High,Month-to-month contract; Short customer tenure; No technical support,High,False
5570-PTWEH,3,0-12 months,Month-to-month,Credit card (automatic),75.15,2,No,No,Fiber optic,Random Forest,0.8807220715338582,High,Month-to-month contract; Short customer tenure; No technical support,High,False
9444-JTXHZ,1,0-12 months,Month-to-month,Electronic check,76.2,2,No,No,Fiber optic,Random Forest,0.8806287362776813,High,Month-to-month contract; Short customer tenure; No technical support,High,False
0515-YPMCW,1,0-12 months,Month-to-month,Mailed check,70.45,1,No,No,Fiber optic,Random Forest,0.8805282274560716,High,Month-to-month contract; Short customer tenure; No technical support,High,False
9617-INGJY,1,0-12 months,Month-to-month,Mailed check,70.6,1,No,No,Fiber optic,Random Forest,0.87990968155679,High,Month-to-month contract; Short customer tenure; No technical support,High,False
7089-IVVAZ,8,0-12 months,Month-to-month,Bank transfer (automatic),103.35,6,Yes,Yes,Fiber optic,Random Forest,0.8792818006835762,High,Month-to-month contract; Short customer tenure; Above-median monthly charge,High,False
2265-CYWIV,4,0-12 months,Month-to-month,Electronic check,99.6,5,No,Yes,Fiber optic,Random Forest,0.8789216767007811,High,Month-to-month contract; Short customer tenure; No technical support,High,False
6979-ZNSFF,8,0-12 months,Month-to-month,Electronic check,87.05,3,No,No,Fiber optic,Random Forest,0.8784637516320313,High,Month-to-month contract; Short customer tenure; No technical support,High,False
6424-ELEYH,3,0-12 months,Month-to-month,Credit card (automatic),74.75,2,No,No,Fiber optic,Random Forest,0.8782091052997233,High,Month-to-month contract; Short customer tenure; No technical support,High,False
5032-MIYKT,1,0-12 months,Month-to-month,Mailed check,70.7,1,No,No,Fiber optic,Random Forest,0.8779044898629302,High,Month-to-month contract; Short customer tenure; No technical support,High,False
8086-OVPWV,2,0-12 months,Month-to-month,Electronic check,80.2,2,No,No,Fiber optic,Random Forest,0.8777993843172082,High,Month-to-month contract; Short customer tenure; No technical support,High,False
9878-TNQGW,2,0-12 months,Month-to-month,Electronic check,80.95,2,No,No,Fiber optic,Random Forest,0.8771733664645183,High,Month-to-month contract; Short customer tenure; No technical support,High,False
0679-IDSTG,1,0-12 months,Month-to-month,Electronic check,69.25,1,No,No,Fiber optic,Random Forest,0.876977452640848,High,Month-to-month contract; Short customer tenure; No technical support,High,False
1122-JWTJW,1,0-12 months,Month-to-month,Mailed check,70.65,1,No,No,Fiber optic,Random Forest,0.8768420989868849,High,Month-to-month contract; Short customer tenure; No technical support,High,False
5378-IKEEG,1,0-12 months,Month-to-month,Electronic check,35.75,1,No,No,DSL,Random Forest,0.8768418529274379,High,Month-to-month contract; Short customer tenure; No technical support,High,False
8361-LTMKD,4,0-12 months,Month-to-month,Mailed check,74.4,2,No,No,Fiber optic,Random Forest,0.8763857340193969,High,Month-to-month contract; Short customer tenure; No technical support,High,False
8443-ZRDBZ,4,0-12 months,Month-to-month,Electronic check,76.05,2,No,No,Fiber optic,Random Forest,0.8763370898770755,High,Month-to-month contract; Short customer tenure; No technical support,High,False
8775-ERLNB,1,0-12 months,Month-to-month,Electronic check,74.3,2,No,No,Fiber optic,Random Forest,0.8762850335038814,High,Month-to-month contract; Short customer tenure; No technical support,High,False
8309-IEYJD,1,0-12 months,Month-to-month,Mailed check,70.6,1,No,No,Fiber optic,Random Forest,0.8761086055307856,High,Month-to-month contract; Short customer tenure; No technical support,High,False
3296-SILRA,1,0-12 months,Month-to-month,Mailed check,76.4,2,No,No,Fiber optic,Random Forest,0.87575371906727,High,Month-to-month contract; Short customer tenure; No technical support,High,False
3106-ULWFW,8,0-12 months,Month-to-month,Credit card (automatic),85.2,3,No,No,Fiber optic,Random Forest,0.8755254025511372,High,Month-to-month contract; Short customer tenure; No technical support,High,False
1768-ZAIFU,1,0-12 months,Month-to-month,Electronic check,25.2,0,No,No,DSL,Random Forest,0.8754859776400338,High,Month-to-month contract; Short customer tenure; No technical support,High,False
0880-TKATG,4,0-12 months,Month-to-month,Electronic check,101.15,5,No,No,Fiber optic,Random Forest,0.8754471210942453,High,Month-to-month contract; Short customer tenure; No technical support,High,False
4713-LZDRV,2,0-12 months,Month-to-month,Electronic check,79.6,2,No,No,Fiber optic,Random Forest,0.8754252692039897,High,Month-to-month contract; Short customer tenure; No technical support,High,False
3801-HMYNL,1,0-12 months,Month-to-month,Mailed check,89.15,3,No,No,Fiber optic,Random Forest,0.8753579124418787,High,Month-to-month contract; Short customer tenure; No technical support,High,False
0812-WUPTB,1,0-12 months,Month-to-month,Mailed check,70.85,1,No,No,Fiber optic,Random Forest,0.8751712561043808,High,Month-to-month contract; Short customer tenure; No technical support,High,False
5299-RULOA,10,0-12 months,Month-to-month,Electronic check,100.25,5,No,Yes,Fiber optic,Random Forest,0.8749750772339847,High,Month-to-month contract; Short customer tenure; No technical support,High,False
1389-CXMLU,3,0-12 months,Month-to-month,Electronic check,91.05,4,No,No,Fiber optic,Random Forest,0.8749248696856842,High,Month-to-month contract; Short customer tenure; No technical support,High,False
9725-SCPZG,1,0-12 months,Month-to-month,Electronic check,90.85,3,No,No,Fiber optic,Random Forest,0.8746505967122103,High,Month-to-month contract; Short customer tenure; No technical support,High,False
0023-HGHWL,1,0-12 months,Month-to-month,Electronic check,25.1,0,No,No,DSL,Random Forest,0.8745740159122751,High,Month-to-month contract; Short customer tenure; No technical support,High,False
5186-SAMNZ,1,0-12 months,Month-to-month,Bank transfer (automatic),69.5,1,No,No,Fiber optic,Random Forest,0.8745519097028693,High,Month-to-month contract; Short customer tenure; No technical support,High,False
0375-HVGXO,1,0-12 months,Month-to-month,Electronic check,34.7,1,No,No,DSL,Random Forest,0.873970055062115,High,Month-to-month contract; Short customer tenure; No technical support,High,False
7693-LCKZL,5,0-12 months,Month-to-month,Electronic check,80.15,3,No,No,Fiber optic,Random Forest,0.8736529507447991,High,Month-to-month contract; Short customer tenure; No technical support,High,False
5564-NEMQO,1,0-12 months,Month-to-month,Bank transfer (automatic),75.3,2,No,No,Fiber optic,Random Forest,0.872823483858423,High,Month-to-month contract; Short customer tenure; No technical support,High,False
2215-ZAFGX,9,0-12 months,Month-to-month,Electronic check,85.5,3,No,No,Fiber optic,Random Forest,0.8727843901522747,High,Month-to-month contract; Short customer tenure; No technical support,High,False
2691-NZETQ,9,0-12 months,Month-to-month,Electronic check,85.35,3,No,No,Fiber optic,Random Forest,0.8727843901522747,High,Month-to-month contract; Short customer tenure; No technical support,High,False
4315-MURBD,12,0-12 months,Month-to-month,Bank transfer (automatic),98.9,5,Yes,Yes,Fiber optic,Random Forest,0.872711179356347,High,Month-to-month contract; Short customer tenure; Above-median monthly charge,High,False
8087-LGYHQ,9,0-12 months,Month-to-month,Electronic check,94.05,4,No,No,Fiber optic,Random Forest,0.8721530689508794,High,Month-to-month contract; Short customer tenure; No technical support,High,False
8083-YTZES,4,0-12 months,Month-to-month,Electronic check,74.35,2,No,No,Fiber optic,Random Forest,0.8721246868957622,High,Month-to-month contract; Short customer tenure; No technical support,High,False
2276-YDAVZ,3,0-12 months,Month-to-month,Credit card (automatic),75.1,2,No,No,Fiber optic,Random Forest,0.8720414786179275,High,Month-to-month contract; Short customer tenure; No technical support,High,False
4749-OJKQU,4,0-12 months,Month-to-month,Electronic check,75.65,2,No,No,Fiber optic,Random Forest,0.871577501469057,High,Month-to-month contract; Short customer tenure; No technical support,High,False
4229-CZMLL,6,0-12 months,Month-to-month,Electronic check,74.9,2,No,No,Fiber optic,Random Forest,0.8714927635393326,High,Month-to-month contract; Short customer tenure; No technical support,High,False
0220-EBGCE,2,0-12 months,Month-to-month,Electronic check,85.85,3,No,No,Fiber optic,Random Forest,0.8713770053639932,High,Month-to-month contract; Short customer tenure; No technical support,High,False
4140-MUHUG,3,0-12 months,Month-to-month,Electronic check,86.85,3,No,No,Fiber optic,Random Forest,0.8712132866992225,High,Month-to-month contract; Short customer tenure; No technical support,High,False
7234-FECYN,8,0-12 months,Month-to-month,Electronic check,101.35,5,No,No,Fiber optic,Random Forest,0.8711223925329108,High,Month-to-month contract; Short customer tenure; No technical support,High,False
8821-XNHVZ,1,0-12 months,Month-to-month,Mailed check,80.05,2,No,No,Fiber optic,Random Forest,0.8707904516301892,High,Month-to-month contract; Short customer tenure; No technical support,High,False
9734-YWGEX,9,0-12 months,Month-to-month,Credit card (automatic),98.3,5,No,No,Fiber optic,Random Forest,0.8706736165317553,High,Month-to-month contract; Short customer tenure; No technical support,High,False
1197-BVMVG,4,0-12 months,Month-to-month,Electronic check,74.45,2,No,No,Fiber optic,Random Forest,0.8706532787122101,High,Month-to-month contract; Short customer tenure; No technical support,High,False
7228-OMTPN,4,0-12 months,Month-to-month,Electronic check,88.45,3,No,No,Fiber optic,Random Forest,0.8701093081283776,High,Month-to-month contract; Short customer tenure; No technical support,High,False
9689-PTNPG,2,0-12 months,Month-to-month,Electronic check,80.25,2,No,No,Fiber optic,Random Forest,0.869642524514281,High,Month-to-month contract; Short customer tenure; No technical support,High,False
8111-RKSPX,4,0-12 months,Month-to-month,Bank transfer (automatic),72.2,2,No,No,Fiber optic,Random Forest,0.8693424622312104,High,Month-to-month contract; Short customer tenure; No technical support,High,False
4529-CKBCL,2,0-12 months,Month-to-month,Electronic check,80.2,2,No,No,Fiber optic,Random Forest,0.8691196184720049,High,Month-to-month contract; Short customer tenure; No technical support,High,False
7181-BQYBV,1,0-12 months,Month-to-month,Electronic check,102.45,6,No,Yes,Fiber optic,Random Forest,0.868808917121579,High,Month-to-month contract; Short customer tenure; No technical support,High,False
9330-IJWIO,13,13-24 months,Month-to-month,Electronic check,100.35,5,No,Yes,Fiber optic,Random Forest,0.8681692234664412,High,Month-to-month contract; No technical support; Electronic check payment,High,False
2018-QKYGT,1,0-12 months,Month-to-month,Electronic check,81.05,2,No,No,Fiber optic,Random Forest,0.8679213474153776,High,Month-to-month contract; Short customer tenure; No technical support,High,False
1981-INRFU,2,0-12 months,Month-to-month,Electronic check,79.75,2,No,No,Fiber optic,Random Forest,0.8678954752458549,High,Month-to-month contract; Short customer tenure; No technical support,High,False
5349-IECLD,2,0-12 months,Month-to-month,Electronic check,94.95,4,No,No,Fiber optic,Random Forest,0.8677741650707109,High,Month-to-month contract; Short customer tenure; No technical support,High,False
1678-FYZOW,3,0-12 months,Month-to-month,Electronic check,79.4,2,No,No,Fiber optic,Random Forest,0.8676486362465978,High,Month-to-month contract; Short customer tenure; No technical support,High,False
1875-QIVME,2,0-12 months,Month-to-month,Electronic check,104.4,6,Yes,No,Fiber optic,Random Forest,0.867540240507823,High,Month-to-month contract; Short customer tenure; No online security,High,False
4234-XTNEA,2,0-12 months,Month-to-month,Electronic check,79.95,2,No,No,Fiber optic,Random Forest,0.8673781545210928,High,Month-to-month contract; Short customer tenure; No technical support,High,False
7209-JCUDS,10,0-12 months,Month-to-month,Electronic check,94.9,4,No,No,Fiber optic,Random Forest,0.867066345356978,High,Month-to-month contract; Short customer tenure; No technical support,High,False
7760-OYPDY,2,0-12 months,Month-to-month,Electronic check,80.65,2,No,No,Fiber optic,Random Forest,0.8670238750267176,High,Month-to-month contract; Short customer tenure; No technical support,High,False
2612-RRIDN,4,0-12 months,Month-to-month,Electronic check,81.0,2,No,No,Fiber optic,Random Forest,0.8669412650482057,High,Month-to-month contract; Short customer tenure; No technical support,High,False
6432-TWQLB,5,0-12 months,Month-to-month,Electronic check,85.4,4,Yes,No,Fiber optic,Random Forest,0.8667272793661454,High,Month-to-month contract; Short customer tenure; No online security,High,False
8992-JQYUN,1,0-12 months,Month-to-month,Electronic check,50.35,3,No,No,DSL,Random Forest,0.8665491522909794,High,Month-to-month contract; Short customer tenure; No technical support,High,False
5445-UTODQ,7,0-12 months,Month-to-month,Electronic check,81.1,2,No,No,Fiber optic,Random Forest,0.8665178986305212,High,Month-to-month contract; Short customer tenure; No technical support,High,False
4285-GYRQC,7,0-12 months,Month-to-month,Electronic check,86.25,3,No,No,Fiber optic,Random Forest,0.8664409580234621,High,Month-to-month contract; Short customer tenure; No technical support,High,False
3295-YVUSR,2,0-12 months,Month-to-month,Mailed check,72.6,2,No,No,Fiber optic,Random Forest,0.8657179668319716,High,Month-to-month contract; Short customer tenure; No technical support,High,False
2180-DXNEG,12,0-12 months,Month-to-month,Electronic check,96.0,4,No,No,Fiber optic,Random Forest,0.8656236412120762,High,Month-to-month contract; Short customer tenure; No technical support,High,False
6229-LSCKB,6,0-12 months,Month-to-month,Electronic check,79.7,2,No,No,Fiber optic,Random Forest,0.8652140078276283,High,Month-to-month contract; Short customer tenure; No technical support,High,False
5561-NWEVX,2,0-12 months,Month-to-month,Electronic check,79.2,3,No,No,Fiber optic,Random Forest,0.8651996936863575,High,Month-to-month contract; Short customer tenure; No technical support,High,False
5868-YWPDW,6,0-12 months,Month-to-month,Electronic check,84.2,3,No,No,Fiber optic,Random Forest,0.865195552034002,High,Month-to-month contract; Short customer tenure; No technical support,High,False
1965-AKTSX,14,13-24 months,Month-to-month,Electronic check,78.95,3,No,No,Fiber optic,Random Forest,0.8649924912864145,High,Month-to-month contract; No technical support; No online security,High,False
9134-CEQMF,7,0-12 months,Month-to-month,Electronic check,89.5,3,No,No,Fiber optic,Random Forest,0.8648396870996226,High,Month-to-month contract; Short customer tenure; No technical support,High,False
5565-FILXA,16,13-24 months,Month-to-month,Electronic check,96.15,4,No,No,Fiber optic,Random Forest,0.8647594646486905,High,Month-to-month contract; No technical support; No online security,High,False
3045-XETSH,10,0-12 months,Month-to-month,Electronic check,94.85,5,No,No,Fiber optic,Random Forest,0.8647403041544677,High,Month-to-month contract; Short customer tenure; No technical support,High,False
8510-AWCXC,13,13-24 months,Month-to-month,Electronic check,100.8,5,No,Yes,Fiber optic,Random Forest,0.8646520563624329,High,Month-to-month contract; No technical support; Electronic check payment,High,False
7479-NITWS,7,0-12 months,Month-to-month,Credit card (automatic),89.35,4,No,No,Fiber optic,Random Forest,0.8644485045770021,High,Month-to-month contract; Short customer tenure; No technical support,High,False
9850-OWRHQ,3,0-12 months,Month-to-month,Credit card (automatic),74.1,2,No,No,Fiber optic,Random Forest,0.8638907380943732,High,Month-to-month contract; Short customer tenure; No technical support,High,False
8183-ONMXC,2,0-12 months,Month-to-month,Electronic check,80.75,2,No,No,Fiber optic,Random Forest,0.8638640201895669,High,Month-to-month contract; Short customer tenure; No technical support,High,False
7780-OTDSO,18,13-24 months,Month-to-month,Electronic check,99.4,5,No,Yes,Fiber optic,Random Forest,0.863863054209075,High,Month-to-month contract; No technical support; Electronic check payment,High,False
6357-JJPQT,3,0-12 months,Month-to-month,Electronic check,80.5,2,No,No,Fiber optic,Random Forest,0.8637423307797721,High,Month-to-month contract; Short customer tenure; No technical support,High,False
6161-UUUTA,3,0-12 months,Month-to-month,Electronic check,79.9,2,No,No,Fiber optic,Random Forest,0.8636580271084148,High,Month-to-month contract; Short customer tenure; No technical support,High,False
0345-HKJVM,6,0-12 months,Month-to-month,Electronic check,89.3,3,No,No,Fiber optic,Random Forest,0.8633676168913238,High,Month-to-month contract; Short customer tenure; No technical support,High,False
7563-BIUPC,5,0-12 months,Month-to-month,Electronic check,80.6,2,No,No,Fiber optic,Random Forest,0.8631145150163043,High,Month-to-month contract; Short customer tenure; No technical support,High,False
7638-QVMVY,7,0-12 months,Month-to-month,Electronic check,79.0,2,No,No,Fiber optic,Random Forest,0.8630824095470251,High,Month-to-month contract; Short customer tenure; No technical support,High,False
6941-PMGEP,5,0-12 months,Month-to-month,Electronic check,80.0,2,No,No,Fiber optic,Random Forest,0.8630444112290964,High,Month-to-month contract; Short customer tenure; No technical support,High,False
6437-UKHMV,7,0-12 months,Month-to-month,Electronic check,79.7,2,No,No,Fiber optic,Random Forest,0.8627505066694618,High,Month-to-month contract; Short customer tenure; No technical support,High,False
2013-SGDXK,1,0-12 months,Month-to-month,Electronic check,84.3,3,No,No,Fiber optic,Random Forest,0.8626801437320621,High,Month-to-month contract; Short customer tenure; No technical support,High,False
9837-BMCLM,3,0-12 months,Month-to-month,Electronic check,78.5,2,No,No,Fiber optic,Random Forest,0.862498645172981,High,Month-to-month contract; Short customer tenure; No technical support,High,False
4112-LUEIZ,10,0-12 months,Month-to-month,Electronic check,89.5,3,No,No,Fiber optic,Random Forest,0.8624642613286316,High,Month-to-month contract; Short customer tenure; No technical support,High,False
4847-TAJYI,6,0-12 months,Month-to-month,Electronic check,89.35,3,No,No,Fiber optic,Random Forest,0.8624171342647176,High,Month-to-month contract; Short customer tenure; No technical support,High,False
4210-QFJMF,4,0-12 months,Month-to-month,Electronic check,79.15,2,No,No,Fiber optic,Random Forest,0.8620555424852271,High,Month-to-month contract; Short customer tenure; No technical support,High,False
5442-UTCVD,3,0-12 months,Month-to-month,Electronic check,91.85,4,No,No,Fiber optic,Random Forest,0.8619346292331992,High,Month-to-month contract; Short customer tenure; No technical support,High,False
4060-LDNLU,7,0-12 months,Month-to-month,Electronic check,96.2,4,No,No,Fiber optic,Random Forest,0.8618439874685668,High,Month-to-month contract; Short customer tenure; No technical support,High,False
1960-UYCNN,10,0-12 months,Month-to-month,Electronic check,95.25,5,No,No,Fiber optic,Random Forest,0.8617529194846266,High,Month-to-month contract; Short customer tenure; No technical support,High,False
4806-KEXQR,4,0-12 months,Month-to-month,Electronic check,79.9,2,No,No,Fiber optic,Random Forest,0.8617326469237816,High,Month-to-month contract; Short customer tenure; No technical support,High,False
2737-YNGYW,2,0-12 months,Month-to-month,Electronic check,80.55,2,No,No,Fiber optic,Random Forest,0.8616905500790412,High,Month-to-month contract; Short customer tenure; No technical support,High,False
7130-VTEWQ,8,0-12 months,Month-to-month,Electronic check,75.75,2,No,No,Fiber optic,Random Forest,0.8614231155522678,High,Month-to-month contract; Short customer tenure; No technical support,High,False
2789-HQBOU,3,0-12 months,Month-to-month,Electronic check,80.35,2,No,No,Fiber optic,Random Forest,0.8608322173260455,High,Month-to-month contract; Short customer tenure; No technical support,High,False
1450-GALXR,10,0-12 months,Month-to-month,Electronic check,98.5,5,Yes,No,Fiber optic,Random Forest,0.8607312985926996,High,Month-to-month contract; Short customer tenure; No online security,High,False
3677-IYRBF,2,0-12 months,Month-to-month,Electronic check,30.4,1,No,No,DSL,Random Forest,0.8605552541172574,High,Month-to-month contract; Short customer tenure; No technical support,High,False
6711-FLDFB,7,0-12 months,Month-to-month,Electronic check,74.9,2,No,No,Fiber optic,Random Forest,0.8604679922342939,High,Month-to-month contract; Short customer tenure; No technical support,High,False
5519-YLDGW,21,13-24 months,Month-to-month,Electronic check,103.9,6,No,Yes,Fiber optic,Random Forest,0.8601951107591704,High,Month-to-month contract; No technical support; Electronic check payment,High,False
9317-WZPGV,2,0-12 months,Month-to-month,Bank transfer (automatic),79.75,2,No,No,Fiber optic,Random Forest,0.8598991976967448,High,Month-to-month contract; Short customer tenure; No technical support,High,False
8752-STIVR,4,0-12 months,Month-to-month,Electronic check,79.0,2,No,No,Fiber optic,Random Forest,0.8590114846099008,High,Month-to-month contract; Short customer tenure; No technical support,High,False
6137-NICCO,6,0-12 months,Month-to-month,Mailed check,94.05,5,No,No,Fiber optic,Random Forest,0.8588092234412644,High,Month-to-month contract; Short customer tenure; No technical support,High,False
2026-TGDHM,7,0-12 months,Month-to-month,Electronic check,79.3,2,No,No,Fiber optic,Random Forest,0.8587560518505856,High,Month-to-month contract; Short customer tenure; No technical support,High,False
6221-AVQYL,2,0-12 months,Month-to-month,Credit card (automatic),73.25,2,No,No,Fiber optic,Random Forest,0.8586961554970692,High,Month-to-month contract; Short customer tenure; No technical support,High,False
3138-BKYAV,6,0-12 months,Month-to-month,Electronic check,85.35,3,No,No,Fiber optic,Random Forest,0.8586537289661786,High,Month-to-month contract; Short customer tenure; No technical support,High,False
6615-NGGZJ,14,13-24 months,Month-to-month,Electronic check,100.55,5,No,No,Fiber optic,Random Forest,0.8583235931697455,High,Month-to-month contract; No technical support; No online security,High,False
1010-DIAUQ,5,0-12 months,Month-to-month,Bank transfer (automatic),96.5,4,No,No,Fiber optic,Random Forest,0.8578892748786544,High,Month-to-month contract; Short customer tenure; No technical support,High,False
0013-EXCHZ,3,0-12 months,Month-to-month,Mailed check,83.9,3,Yes,No,Fiber optic,Random Forest,0.8577404038821055,High,Month-to-month contract; Short customer tenure; No online security,High,False
0772-GYEQQ,3,0-12 months,Month-to-month,Mailed check,88.35,4,Yes,No,Fiber optic,Random Forest,0.8577347529742144,High,Month-to-month contract; Short customer tenure; No online security,High,False
6275-YDUVO,2,0-12 months,Month-to-month,Mailed check,86.2,3,No,No,Fiber optic,Random Forest,0.8576199655877644,High,Month-to-month contract; Short customer tenure; No technical support,High,False
9846-GKXAS,9,0-12 months,Month-to-month,Bank transfer (automatic),90.8,3,No,No,Fiber optic,Random Forest,0.8573498176117096,High,Month-to-month contract; Short customer tenure; No technical support,High,False
0680-DFNNY,15,13-24 months,Month-to-month,Electronic check,101.1,5,No,No,Fiber optic,Random Forest,0.8573271385977381,High,Month-to-month contract; No technical support; No online security,High,False
